"paper","authors","title","position","contribution ID"
"MOPAB004","H. Zhang, S.V. Benson, Y. Zhang","JSPEC: A Program for IBS and Electron Cooling Simulation",,1829
"MOPAB005","R. Bruce, R. Alemany-Fernandez, M.A. Jebramcik, J.M. Jowett, M. Schaumann","Studies of an LHC pilot run with oxygen beams",,1624
"MOPAB006","R. Bruce, R. De Maria, M. Giovannozzi, N. Mounet, S. Redaelli","Optics configurations for improved machine impedance and cleaning performance of a multi-stage collimation insertion",,1629
"MOPAB007","F. Soubelet, T. H. B. Persson, R. Tomas, O. Apsimon, C.P. Welsch","Prospect for Interaction Region Local Coupling Correction in the LHC Run 3",,1822
"MOPAB008","A. Poyet, S.D. Fartoukh, N. Karastathis, Y. Papaphilippou, A. Rossi, G. Sterbini, K. Skoufaris","Exploiting the Beam-Beam Wire Demonstrators in the Next LHC Run 3",,1498
"MOPAB009","C. Liu","Review of the Fixed Target Operation at Rhic in 2020",,1693
"MOPAB010","C. Liu, S. Binello, I. Blackler, M. Blaskiewicz, K.A. Brown, D. Bruno, K.A. Drees, A.V. Fedotov, W. Fischer, C.J. Gardner, C.E. Giorgio, X. Gu, T. Hayes, H. Huang, R.L. Hulsart, D. Kayran, N.A. Kling, Y. Luo, D. Maffei, G.J. Marr, A. Marusic, K. Mernick, R.J. Michnoff, M.G. Minty, C. Montag, J. Morris, C. Naylor, S. Nemesure, I. Pinayev, S. Polizzo, D. Raparia, G. Robert-Demolaize, T. Roser, J. Sandberg, V. Schoefer, T.C. Shrey, K.S. Smith, S. Tepikian, P. Thieberger, A. Zaltsman, K. Zeno, I.Y. Zhang, W. Zhang","Rhic Beam Energy Scan Operation With Electron Cooling in 2020",,1690
"MOPAB011","C. Liu, K.A. Drees, W. Fischer, A. Marusic, K. Mernick, M.G. Minty, V. Schoefer, T.C. Shrey, H. Zhao","Mitigation Strategies for Ibs, Beam-Beam and Space Charge During Low Energy Operation",,1688
"MOPAB012","M. Sabate-Gilarte, F. Cerutti","Energy Deposition Study of the CERN HL-LHC Optics v1.5 in the ATLAS and CMS Insertions",,1456
"MOPAB013","G. Lerner, A. Apollonio, R. Garcia Alia, M. Sabate-Gilarte, S. Danzeca, Y.Q. Aguiar, D. Prelipcean","Radiation to Electronics Impact on CERN LHC Operation: Run 2 Overview and HL-LHC Outlook",,1469
"MOPAB014","H. Huang, J. Kewisch, C. Liu, A. Marusic, W. Meng, F. Meot, P. Oddo, V. Ptitsyn, V.H. Ranjbar, T. Roser","First High Spin-Flip Efficiency for High Energy Polarized Protons",,1696
"MOPAB015","H. Huang, F. Meot, V. Ptitsyn, V.H. Ranjbar, T. Roser","Feasibility of Polarized Deuteron Beam in the EIC",,1691
"MOPAB016","H. Huang, C.J. Gardner, C. Liu, V. Schoefer, K. Zeno","Small Longitudinal Emittance Setup in Injectors with Gold Beam for Beam Energy Scan in RHIC",,1695
"MOPAB017","E. Syresin, A. Tuzikov, N.O. Zagibin","Influence of injection kicker post pulse on storage of ion stack in NICA collider",,1587
"MOPAB018","E. Syresin, O.I. Brovko, A.Yu. Grebentsov, M.V. Yurkov, J. Grünert, W. Freund, J. Liu, D. Mamchyk","SASE meashurements by MCP based detectors of European XFEL",,1589
"MOPAB019","J. Kallestrup, X. Gu","Possible Application of Round-to-Flat Hadron Beam Creation Using 3rd Order Coupling Resonances for the Electron-Ion Collider",,1544
"MOPAB020","J. Kallestrup, M. Aiba","Improvements to the SLS Booster Synchrotron Performance Towards SLS 2.0",,1546
"MOPAB021","J. Kallestrup, M. Aiba, N. Carmignani, T.P. Perron","A Dispersive Quadrupole Scan Technique for Transverse Beam Characterization",,1551
"MOPAB022","C. Hernalsteens, O.K. Tuormaa, C. Wiesner, D. Wollmann","Failsim: A Numerical Toolbox for the Study of Fast Failures and Their Impact on Machine Protection at the Cern Large Hadron Collider",,1596
"MOPAB023","C. Wiesner, W. Bartmann, C. Bracco, R. Bruce, J. Molson, M. Schaumann, C. Staufenbiel, J.A. Uythoven, J. Wenninger, D. Wollmann, M. Zerlauth, M. Valette","Experimental Test of a New Method to Verify Retraction Margins Between Dump Absorbers and Tertiary Collimators at the LHC",,1365
"MOPAB024","C. Wiesner, F. Carra, J. Kruse-Hansen, M. Masci, D. Wollmann, Y.C. Nie","Efficient Coupling of Hydrodynamic and Energy-Deposition Codes for Hydrodynamic-Tunnelling Studies on High-Energy Particle Accelerators",,1368
"MOPAB025","A.V. Butenko, D.E. Donets, A.V. Konstantinov, S.A. Kostromin, O.S. Kozlov, K.A. Levterov, A.V. Philippov, I.V. Shirikov, A.O. Sidorin, E. Syresin, A. Tuzikov, A.A. Baldin, H.G. Khodzhibagiyan, N.N. Agapov, A.R. Galimov, B.V. Golovenskiy, E.V. Gorbachev, A. Govorov, E.V. Ivanov, V. Karpinsky, A. Kirichenko, I.N. Meshkov, V.A. Mikhailov, D.V. Monakhov, V.A. Monchinsky, D. Nikiforov, R.V. Pivin, S. Romanov, A.N. Svidetelev, B. Vasilishin, V. Andreev, O.I. Brovko, V. Volkov","First Experiments With Accelerated Ion Beams in Booster of Nica Accelerator Complex",,2759
"MOPAB026","M. Valette, D. Bruno, K.A. Drees, K.M. Hartmann, G. Heppner, K. Mernick, C. Mi, J.-L. Mi, R.J. Michnoff, J. Morris, F. Orsatti, E. Rydout, T. Samms, J. Sandberg, V. Schoefer, C. Schultheiss, T.C. Shrey, C. Theisen","RHIC Delayed Abort Experiments",,2717
"MOPAB027","F.F. Van der Veken, V.K.B. Olsen, H. Burkhardt, M. Giovannozzi","Improving the luminosity burn-off estimate by considering single-diffractive effects",,2217
"MOPAB028","F.F. Van der Veken, E.H. Maclean, C.E. Montanari, M. Giovannozzi, G. Valentino","Using Machine Learning to improve dynamic aperture estimates",,2215
"MOPAB029","R. Tomas, I. Efthymiopoulos, G. Iadarola","Burn-off with asymetric interaction points",,2245
"MOPAB030","J.M. Liu, Y.H. Guan, S.M. Liu, B. Tan, P.C. Wang, T. Huang, H. Dong","Research and Development Progress of CEPC RF Shield Bellows",,1969
"MOPAB031","J.M. Liu, Y.H. Guan, S.M. Liu, B. Tan, P.C. Wang, T. Huang, H. Dong","Development and Operation of Vacuum System for Rapid Cycling Synchrotron to Target Beam Transfer Line of China Spallation Neutron Source",,2402
"MOPAB032","O. Etisken, Y. Papaphilippou, F. Zimmermann, F. Antoniou, K. Oide, A.K. Ciftci","Estimates of Collective Effects for the FCC-ee Pre-Booster Ring",,2743
"MOPAB033","V.I. Telnov","Monochromatization of e+e- Colliders with a Large Crossing Angle",,1189
"MOPAB034","P.A. Piminov","VEPP-4M collider operation in high energy",,2590
"MOPAB035","A.I. Papash, E. Bruendermann, B. Haerer, A.-S. Mueller, R. Ruprecht, J. Schaefer, M. Schuh","Modified lattice of the compact storage ring in the cSTART project at Karlsruhe Institute of Technology",,2298
"MOPAB036","A.I. Papash, M. Brosi, E. Huttel, A. Mochihashi, A.-S. Mueller, R. Ruprecht, P. Schreiber, M. Schuh, N.J. Smale","Different operation regimes at the KIT storage ring KARA (Karlsruhe Research Accelerator)",,2303
"MOPAB037","A.I. Papash, T. Boltz, M. Brosi, A.-S. Mueller, R. Ruprecht, P. Schreiber, M. Schuh, N.J. Smale","On possibility of alpha-buckets detecting at the KIT storage ring KARA (Karlsruhe Research Accelerator)",,2300
"MOPAB038","D. Amorim, L.S. Nadolski, R. Nagaoka","Robustness Studies and First Commissioning Simulations for the SOLEIL Upgrade Lattice",,2399
"MOPAB039","L.H. Yu, G. Bassi, Y. Hidaka, B. Podobedov, V.V. Smaluk, G.M. Wang, X. Yang","Comparison of Amplitude Tune Dependence of NSLSII Lattices with Models and its Relatioln to Long Term Circumference Change",,1370
"MOPAB040","L.H. Yu","Hard X-Ray Medium-Energy FEL",,1372
"MOPAB041","L.H. Yu, Y. Hidaka, Y. Hao","Convergence map with action-angle based on square matrix for nonlinear lattice optimization",,1373
"MOPAB042","V.S. Dyubkov, I.A. Ashanin, M. Gusarova, Yu.D. Kliuchevskaia, M.V. Lalayan, S.M. Polozov, A.I. Pronikov, V.I. Rashchikov","Beam dynamics investigation for a new project of Compton back scattering photon source at NRNU MEPhI",,2468
"MOPAB043","L. Emery, P.S. Kallakuri, A. Xiao","Validation of APS-U Beam Dynamics Using 6-GeV APS beam",,2908
"MOPAB044","J.C. Dooling, A.R. Brill, J.R. Calvey","Gas Bremsstrahlung Measurements in the Advanced Photon Source Storage Ring",,2804
"MOPAB045","J.R. Calvey, J.C. Dooling, K.C. Harkay, K.P. Wootton, C. Yao","Measurements and Simulations of High Charge Beam in the APS Booster",,2843
"MOPAB046","J.R. Calvey, T.G. Berenc, A.R. Brill, L. Emery, T. Fors, K.C. Harkay, T.J. Madden, N. Sereno, U. Wienands, A. Gu","Plan for Operating the APS-Upgrade Booster with a Frequency Sweep",,2849
"MOPAB047","J. Bengtsson, W.A.H. Rogers","A CAD Tool for Linear Optics Design: A Use Case Approach",,3041
"MOPAB048","J. Bengtsson, P. Goslawski, A. Jankowiak, B.C. Kuske","Robust Design and Control of the Nonlinear Dynamics for BESSY-III & MLS-II",,1403
"MOPAB049","E.A. Orozco, O. Otero Olarte","Gyroresonant acceleration of electrons by an axisymmetric transverse electric field",,2907
"MOPAB050","E.A. Orozco, O. Otero Olarte","Spatial autoresonance acceleration of electrons by an axisymmetric transverse electric field",,2882
"MOPAB051","N. Carmignani, L.R. Carver, S.M. Liuzzo, T.P. Perron, S.M. White","Operation of the ESRF Booster with the new EBS Storage Ring",,2115
"MOPAB052","Y.M. Peng, Z. Duan, Y. Jiao, C. Meng","The Study of Beam Transmission Efficiency in Injection and Ramping Process of the HEPS Booster",,1525
"MOPAB053","Y. Jiao, Y. Bai, X. Cui, C.C. Du, Z. Duan, Y.Y. Guo, P. He, X.Y. Huang, D. Ji, H.F. Ji, S.C. Jiang, B. Li, C. Li, J.Y. Li, N. Li, X.Y. Li, P.F. Liang, C. Meng, W.M. Pan, Y.M. Peng, Q. Qin, H. Qu, S.K. Tian, J. Wan, B. Wang, J.Q. Wang, N. Wang, Y. Wei, G. Xu, H.S. Xu, F. Yan, C.H. Yu, Y.L. Zhao, X.H. Lu","Progress of Lattice Design and Physics Studies on the High Energy Photon Source",,1709
"MOPAB054","W. Liu, Y. Jiao, S. Wang","Start-to-End Simulation of a Free-Electron Laser Driven by a Laser-Plasma Wakefield Accelerator",,2601
"MOPAB055","W. Liu, Y.Z. Zhao, Y. Jiao, S. Wang","Generation of coherent attosecond X-ray pulses in the Southern Advanced Photon Source",,1761
"MOPAB056","C. Zhang, C.-Y. Tsai, Y. Jiao","Optimization of an Optically Stable TBA with Minimal Longitudinal Dispersion and CSR-Induced Emittance Growth",,1185
"MOPAB057","M. Borland, M.S. Jaski, J. Wang","Evaluation of Pulsed Septum Leakage  Fields and Compensation for the Advanced Photon Source Upgrade",,1684
"MOPAB058","M. Borland, J.S. Downey, M.S. Jaski","Swap-Out Safety Tracking for the Advanced Photon Source Upgrade",,1685
"MOPAB059","M. Borland, R.R. Lindberg, R. Soliday","Tools for use of generalized gradient expansions in accelerator simulations",,1687
"MOPAB060","G. Benedetti, M. Carlà, U. Iriso, Z. Martí, F. Perez","A Distributed Sextupoles Lattice for the ALBA Low Emittance Upgrade",,1848
"MOPAB061","Y.L. Zhao, Y. Jiao, N. Li","Comparison Simulation Results of the Collimator Aperture in HEPS Storage Ring",,1467
"MOPAB062","M. Apollonio, G. Cinque, H. Ghasem, I.P.S. Martin, A.N. Jury, R. Rambo","A Single Dipole solution for broad band soft photon sources in Diamond-II",,1906
"MOPAB063","M. Apollonio, R.T. Fielder, H. Ghasem, I.P.S. Martin","Commissioning Strategy for Diamond-II",,1896
"MOPAB064","Q.Y. Liu, Z.J. Ma, H.Y. Shi, Q.B. Wang","The Design of Four Dump for High Energy Photon Source(HEPS)",,1578
"MOPAB065","R. Auchettl, R.T. Dowd, Y.E. Tan","Optimization of the Lattice Replacement Options for the Next Generation Australian Synchrotron",,1937
"MOPAB066","R. Auchettl, R.T. Dowd, T.K. Charles","Dual Octupole Emittance Growth Correction of the CompactLight XFEL Bunch Compressors",,2876
"MOPAB067","R. Auchettl, R.T. Dowd, Y.E. Tan","Conductive Coating Options for Nonlinear Injection Kicker Ceramic Chambers",,1938
"MOPAB068","A. Gamelin, R. Nagaoka","Collective Effects Studies for SOLEIL Upgrade",,1570
"MOPAB069","A. Gamelin","Equilibrium Bunch Density Distribution With Multiple Active and Passive RF Cavities",,1573
"MOPAB070","A. Gamelin, W. Foosang","CoEff, a Collective Effect Library in Python",,1571
"MOPAB071","I.P.S. Martin, A. Shahveh, W. Tizzano, J.K. Jones","Progress with the Booster Design for the Diamond-II Upgrade",,1891
"MOPAB072","T. Olsson, R.T. Fielder","Single-Bunch Thresholds for the Diamond-II Storage Ring",,1889
"MOPAB073","X. Cui, Y.L. Zhao","Some simulation results on the beam lost at the collimator during beam dumping in HEPS",,1745
"MOPAB074","J.J. Tan","A hybrid nine-bend-achromat lattice with different-beta straight sections for a diffraction-limited storage ring",,1885
"MOPAB075","S. Wang, J. Chen, L. Huang, Y. Jiao, B. Li, Z.P. Li, W. Liu, S.Y. Xu, X. Liu, Y. Han, X.H. Lu, Y.Z. Zhao","Proposal of the Southern Advanced Photon Source and Current Physics Design Study",,1736
"MOPAB076","S. Wang","Beam Commissioning Towards Design Beam Power of 100kw for Csns Accelerator",,2603
"MOPAB077","G.M. Wang","Machine Learning Application for Accelerator Facility Anomaly Detection",,1936
"MOPAB078","G.M. Wang","CB-II Prototype Test Stand Design",,1927
"MOPAB079","G.M. Wang","Experience from first five years of NSLS-II operations and plan",,1839
"MOPAB080","G.M. Wang","NSLS-II timing resolved machine operation plan",,1929
"MOPAB081","K.-K. Lin, C.K. Chan, C.-C. Chang, H.-P. Chang, Y.-S. Cheng, M.-S. Chiu, Y.L. Chu, C.-S. Fann, K.T. Hsu, S.Y. Hsu, K.H. Hu, J.C. Huang, S.H. Lee, C.Y. Wu, S.-Y. Lee, C.-S. Hwang","Feasibility Study of Using Multipole Injection Kicker (Mik) and Sextupole for Tps Injection",,1540
"MOPAB082","C.-S. Fann","Implementation of using IGBT-switch based pulser for TPS booster extraction kickers",,1554
"MOPAB083","C.-S. Fann, C.K. Chan, C.-C. Chang, K.-K. Lin","Test Unit Evaluation of a Multipole Injection Kicker (MIK)/Sextupole Pulser for Load Impedance Between 1 to 3 uH",,1556
"MOPAB084","J. Campmany, J. Marcos, V. Massana","Acceptance Tests and Installation of the IVU and Front End for the XAIRA Beamline of ALBA",,1606
"MOPAB085","J. Campmany, J. Marcos","Design of a Short Multipole Wiggler and the Front End for the New ALBA Beamline Faxtor",,1607
"MOPAB086","J. Campmany, J. Marcos, P. Van Vaerenbergh, I. Cudin, S. Guiducci, M. Al Nadjawi, M. Attal, G. Lori","Design of Front End and a 3-Pole-Wiggler as a Photon Source for BEATS Beamline at SESAME",,1609
"MOPAB087","K. Tian, J.B. Langton, N L. Parry, J.A. Safranek, J.J. Sebek","Design of a Multi-bunch Feedback Kicker in SPEAR3",,1672
"MOPAB088","K. Tian, A. Ringwall, J.J. Sebek","Beam-Based Measurement on Ferrite Dampers Performance in an in Vacuum Undulator",,1293
"MOPAB089","Y.Y. Guo, Y. Jiao, N. Li","Effect of Different Models of Combined-function Dipoles on the HEPS Parameters",,1714
"MOPAB090","X.Y. Li, Y. Jiao, S.K. Tian","Status of design of HEPS Insertion devices",,1713
"MOPAB091","C. Mitsuda, K. Harada, N. Higashi, T. Honda, Y. Kobayashi, H. Miyauchi, S. Nagahashi, N. Nakamura, T. Nogami, T. Obina, M. Tadano, R. Takai, H. Takaki, Y. Tanimoto, T. Uchiyama, A. Ueda","Injection Section Upgrading with the Septum-Magnet Replacement in KEK-PF Ring",,1760
"MOPAB092","H.H. Li, Y. Deng, J.H. He, Y.C. Nie, L. Tang, J. Wang, Y.X. Zhu","Project of Wuhan Photon Source",,1623
"MOPAB093","T. Honda, Y. Kobayashi, C. Mitsuda, S. Nagahashi, R. Takai, H. Takaki","Operational Status of Photon Factory Light Sources",,2919
"MOPAB094","D. Huang, C. Feng, C.L. Li, B.C. Jiang","Study of the radiation power introduced by the angular dispersion induced microbunching",,2985
"MOPAB095","M.J. Boland","Concept Design for the CLS2 Accelerator Complex",,3536
"MOPAB096","A. Halavanau, J.P. MacArthur, G. Marcus, R.A. Margraf, Z. Qu, D. Zhu","Rocking curve imaging experiment at SSRL 10-2 beamline",,2863
"MOPAB097","A. Halavanau, E. Hemsing","Dual color self-seeding at LCLS-II soft X-ray undulator line",,2924
"MOPAB098","A. Halavanau, C. Pellegrini","Multi-bunch LCLS improvement plan",,1726
"MOPAB099","A. Halavanau, C. Pellegrini, G. Zhou","Intensity fluctuations reduction in the double-bunch FEL system at LCLS",,1724
"MOPAB100","A. Halavanau, U. Bergmann, C. Pellegrini","Population  inversion X-ray Laser Oscillator pumped by XFEL",,1725
"MOPAB101","A. Halavanau, S.J. Gessner, J.B. Rosenzweig","Hollow beam generation at FACET-II",,2923
"MOPAB102","H.S. Xu, X.Y. Li, N. Wang","CSR Impedance Calculation for HEPS Storage Ring",,1135
"MOPAB103","D. Leshenok, G.N. Baranov, E.B. Levichev, S.A. Nikitin","Study of Transverse Oscillation Coupling and Possibility of Its Minimization in SKIF (Novosibirsk)",,1117
"MOPAB104","K. Harada, T. Honda, H. Sakai, Y. Shimosaki, K. Umemori, N. Yamamoto","Concept of Hybrid Ring Light Source Using Storage Ring With Pulsed Superconducting Linac",,1087
"MOPAB105","N. Yamamoto","Simulation Study of Direct RF Feedback by using the MBTRACK code",,2970
"MOPAB106","Y. Lu, S.C. Leemann, C. Sun","Enhancing the MOGA Optimization Process at ALS-U With Machine Learning",,1104
"MOPAB107","C. Christou, P. Gu, P.J. Marten, S.A. Pande, A.F. Rankin","RF plans for the Diamond-II upgrade",,2210
"MOPAB108","J. Jacob, P.B. Borowiec, A. D'Elia, G. Gautier, V. Serriere","ESRF-EBS 352.37 MHz Radio Frequency System",,2073
"MOPAB109","J. Keil, I.V. Agapov, R. Brinkmann","A Lattice for PETRA IV based on the Combination of Different Arc Cell Designs",,2213
"MOPAB110","H.C. Chao, J. Keil","An Electron Synchrotron Lattice Based on Theoretic Minimal Emittance Cell",,2098
"MOPAB111","Z.H. Bai, Z.L. Ren, L. Wang, P. Wang, P.H. Yang, T. Zhang","Study on the Potential Limit of the Hefei Light Source Storage Ring",,2122
"MOPAB112","Z.H. Bai, G.Y. Feng, T.L. He, W. Li, W.W. Li, G. Liu, Z.L. Ren, L. Wang, P.H. Yang, S.C. Zhang, T. Zhang","A Modified Hybrid 6BA Lattice for the HALF Storage Ring",,1358
"MOPAB113","M.-A. Tordeux, A. Loulergue, R. Nagaoka, Z.H. Bai, T. Zhang","A Low-emittance Booster Lattice Design for the SOLEIL Upgrade",,1884
"MOPAB114","C. Sun, Ph. Amstutz, S. De Santis, M.P. Ehrlichman, T. Hellert, T. Oliver, G. Penn, C. Steier, M. Venturini","Development of a De-Coherence Kicker for the ALS Upgrade Project (ALS-U)",,1203
"MOPAB115","C. Sun, M.P. Ehrlichman, T. Hellert, M. Juchno, M. Mardenfeld, J.R. Osborn, G. Penn, C. Steier, C.A. Swenson, M. Venturini","ATS/STA Transfer Line Design for the ALS Upgrade Project (ALS-U)",,1092
"MOPAB116","S.M. White, N. Carmignani, L.R. Carver, M. Dubrulle, L. Hoummi, S.M. Liuzzo, M. Morati, T.P. Perron","A flexible injection scheme for the ESRF-EBS",,2363
"MOPAB117","L.R. Carver, N. Carmignani, F. Ewald, L. Hoummi, S.M. Liuzzo, T.P. Perron, B. Roche, S.M. White","Single Bunch Collective Effects in the EBS Storage Ring",,2151
"MOPAB118","G. Penn, M.P. Ehrlichman, T. Hellert, C. Steier, C. Sun, M. Venturini, D. Wang","The impact of short-range wakes on injection into the ALS-U Accumulator Ring",,2318
"MOPAB119","G. Penn, T. Hellert, M. Venturini","Comparisons between AT and elegant tracking",,2550
"MOPAB120","T. Chanwattana, S. Chunjarean, N. Juntong, K. Kittimanapun, S. Klinkhieo, P. Sudmuang, K. Manasatitpong","Update on Injector for the New Synchrotron Light Source in Thailand",,2325
"MOPAB121","B. Podobedov, C. Eng, S. Hulbert, C. Mazzoli, D. Donetski, K. Kucharczyk, J. Liu, R. Lutchman","Progress towards Soft X-ray Beam Position Monitor Development",,2251
"MOPAB122","M. Katoh, K. Goto, M. Shimada, H. Miyauchi","Present Status of HiSOR",,2543
"MOPAB123","K.C. Harkay, J.R. Calvey, S. Chitra, G.I. Fystro, M.J. Henry, B.J. Micklich, K.P. Wootton","Radiation Safety Considerations for the APS Upgrade Injector",,2771
"MOPAB124","C. Yao, J.R. Calvey, G.I. Fystro, A.F. Pietryla, H. Shang","APS Booster Injection Horizontal Trajectory Control Upgrade",,2752
"MOPAB125","H. Cease, G. Decker, E. Dunn, T. Fornek, R.O. Hettel, J.S. Kerby, J. McGhee, E. Peoples-Evans, M. Ramanathan","APS Upgrade Status",,2756
"MOPAB126","P. Goslawski, K. Holldack, A. Jankowiak, J. Viefhaus, J. Luning","BESSY III & MLS II - Status of the development of the new photon science facility in Berlin",,2472
"MOPAB127","R.T. Fielder, T. Olsson","Construction of an Impedance Model for Diamond-II",,2390
"MOPAB128","R.T. Fielder, M. Apollonio, I.P.S. Martin","Operational Use of Pinger Magnets to Counter Stored Beam Oscillations During Injection at Diamond Light Source",,2392
"MOPAB129","M. Ries, P. Goslawski","Two Orbit  user operation - a report on the first scheduled week of TRIBs at BESSY II",,2687
"MOPAB131","A. Nadji","Synchrotron SOLEIL Upgrade Project",,2787
"MOPAB132","E. Baussan, E. Bouquerel, L. D'Alessi, M. Dracos, P. Poussot, J. Thomas, J. Wurtz, V. Zeter, P. Cupial, M. Koziol, L. J. Lacny, J. Snamina, I. Efthymiopoulos, T. Tolba","The MultiMegaWatt Target Station for the European Spallation Source Neutrino Super Beam",,2508
"MOPAB133","I. Drebot, S.M. Liuzzo, M.E. Biagini, A. Giribono, S. Guiducci, C. Vaccarezza, A. Variola, O.R. Blanco-García","Recovering the Positron Beam After Muon Production in the Lemma Muon Source",,2121
"MOPAB134","P.B. Jurj","Normalized Transverse Emittance Reduction via Ionization Cooling in MICE 'Flip Mode'",,2237
"MOPAB135","J. Pasternak","Design for Fixed Field Alternating Gradient Post-Accelerator for LhARA",,2873
